seller_id|dt_ref|proba_churn|dt_atualizacao
002100f778ceb8431b7a1020ff7ab48f|2018-01-01|0.00021702719513756475|2020-10-01 21:49:53.350776
0c7533c71df861ec58ad7ff999ed0e8d|2018-01-01|0.001400503275074697|2020-10-01 21:49:53.350776
41b39e28db005d9731d9d485a83b4c38|2018-01-01|0.001787545079498267|2020-10-01 21:49:53.350776
54965bbe3e4f07ae045b90b0b8541f52|2018-01-01|0.02418764413282939|2020-10-01 21:49:53.350776
5c243662ce92d84573bfaff24c3e3700|2018-01-01|0.6905677557973958|2020-10-01 21:49:53.350776
60562ab00b8054280520d390c8c0045c|2018-01-01|0.025116657349058484|2020-10-01 21:49:53.350776
6288c69c4ce638e59925e59193f98b16|2018-01-01|0.9925884299262647|2020-10-01 21:49:53.350776
8e8a7ce9f2f970dc00e2acf6f6e199f6|2018-01-01|0.007464770429402312|2020-10-01 21:49:53.350776
9bc484c87d79cd4874e05ca182658045|2018-01-01|0.41335483535175416|2020-10-01 21:49:53.350776
b1fc4f64df5a0e8b6913ab38803c57a9|2018-01-01|0.00018186018149783|2020-10-01 21:49:53.350776
b56906f7fd1696e043f1bcce164c487b|2018-01-01|0.7500428374692863|2020-10-01 21:49:53.350776
bacb1f0ed56ad24198f5810d2b3fe9a5|2018-01-01|0.14681873550867894|2020-10-01 21:49:53.350776
c4fb51fb1c5b7c07bc5e67be6e7e8f6e|2018-01-01|0.16569621667826712|2020-10-01 21:49:53.350776
c8b0e2b0a7095e5d8219575d5e7e1181|2018-01-01|0.011397069887080188|2020-10-01 21:49:53.350776
070d165398b553f3b4b851c216b8a358|2018-01-01|0.054662572776394046|2020-10-01 21:49:53.350776
128f9bfbe4c7d5185033914b1de3d39a|2018-01-01|0.03487070895931992|2020-10-01 21:49:53.350776
18a349e75d307f4b4cc646a691ed4216|2018-01-01|0.021250975467025694|2020-10-01 21:49:53.350776
1d29dfba02015238dfbe2449a5eaa361|2018-01-01|0.03131812545593728|2020-10-01 21:49:53.350776
34056b8b55c1775a22af2331670a799c|2018-01-01|0.0438899572473756|2020-10-01 21:49:53.350776
4869f7a5dfa277a7dca6462dcf3b52b2|2018-01-01|3.179629779003579e-06|2020-10-01 21:49:53.350776
4a3ca9315b744ce9f8e9374361493884|2018-01-01|1.1136760548984991e-05|2020-10-01 21:49:53.350776
78a4d36f65a019172c6154468831a69f|2018-01-01|0.7854758074551544|2020-10-01 21:49:53.350776
8d46553a36e68f95350a200c12f8f2e2|2018-01-01|0.19591388780723445|2020-10-01 21:49:53.350776
9674754b5a0cb32b638cec001178f799|2018-01-01|1.0241959849720563e-05|2020-10-01 21:49:53.350776
a20d8058c866dbaeca014d2cd20ac62e|2018-01-01|0.010476417205369818|2020-10-01 21:49:53.350776
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b|2018-01-01|0.03495284456752697|2020-10-01 21:49:53.350776
02f5837340d7eb4f653d676c7256523a|2018-01-01|0.6243827392467254|2020-10-01 21:49:53.350776
048c2757535328e0d7dac690ad3c0aae|2018-01-01|5.710799171272174e-05|2020-10-01 21:49:53.350776
6c7d50c24b3ccd2fd83b44d8bb34e073|2018-01-01|0.00017202540610540852|2020-10-01 21:49:53.350776
88460e8ebdecbfecb5f9601833981930|2018-01-01|1.9172928113300995e-06|2020-10-01 21:49:53.350776
9b00ed88b7fdb95d6ff76e27c1b52d16|2018-01-01|0.00033770333334515943|2020-10-01 21:49:53.350776
ad273c9eb54ecb4532de4bf75bae9e4e|2018-01-01|0.9151662991342693|2020-10-01 21:49:53.350776
adbc26658d6c7b4b6219f9d934598091|2018-01-01|1.9447644606126704e-05|2020-10-01 21:49:53.350776
ae45ad30c2d2e5913094769690a239d2|2018-01-01|0.17340205079252527|2020-10-01 21:49:53.350776
bd149ed516d4c5d418d5781f8e18919f|2018-01-01|0.011949713282476734|2020-10-01 21:49:53.350776
c2d70ce2c5d0a2eb75e78668236e6dc8|2018-01-01|0.565223938032257|2020-10-01 21:49:53.350776
fa1c13f2614d7b5c4749cbc52fecda94|2018-01-01|6.6243161250395405e-06|2020-10-01 21:49:53.350776
1838dd9b8977065acf51d95e0053ea7a|2018-01-01|0.00015178401968827813|2020-10-01 21:49:53.350776
253c025bab43881055aeecde5e2d8b77|2018-01-01|0.0663702108685282|2020-10-01 21:49:53.350776
259f7b5e6e482c230e5bfaa670b6bb8f|2018-01-01|0.0002573975975885816|2020-10-01 21:49:53.350776
28fb0829fd777877cdc350d25cb5bd5b|2018-01-01|0.06458006500092574|2020-10-01 21:49:53.350776
3ade81dab5a172b88e1871c28ae05260|2018-01-01|0.006641960682442331|2020-10-01 21:49:53.350776
3bb548e3cb7f70f28e3f11ee9dce0e59|2018-01-01|0.004900213587626971|2020-10-01 21:49:53.350776
3c487ae8f8d7542beff5788e2e0aea83|2018-01-01|0.011926106857015327|2020-10-01 21:49:53.350776
42bde9fef835393bb8a8849cb6b7f245|2018-01-01|0.019287665665552456|2020-10-01 21:49:53.350776
52f9db5cfb423382a2fa5c9e39303202|2018-01-01|0.4989991912364488|2020-10-01 21:49:53.350776
77530e9772f57a62c906e1c21538ab82|2018-01-01|0.008716757670442905|2020-10-01 21:49:53.350776
8e6d7754bc7e0f22c96d255ebda59eba|2018-01-01|0.08482799847310048|2020-10-01 21:49:53.350776
272f092de69afedd4d2969440b37f18f|2018-01-01|0.9641318770592928|2020-10-01 21:49:53.350776
37dd29b36c458d82f74a953c40c43645|2018-01-01|0.19564249651034687|2020-10-01 21:49:53.350776
38af8acfd46ac4a7bf754e8ca6736664|2018-01-01|0.09231630511365657|2020-10-01 21:49:53.350776
3a79f35a2344ede41af21267f61d5ec6|2018-01-01|0.800199088311802|2020-10-01 21:49:53.350776
56642bcb79900e777d68e91915cb4267|2018-01-01|0.9145752117897257|2020-10-01 21:49:53.350776
6d66611d7c44cc30ce351abc49a68421|2018-01-01|3.848354036929444e-05|2020-10-01 21:49:53.350776
888faa8bfb0b159c37de6d898b961c31|2018-01-01|0.8490923909138026|2020-10-01 21:49:53.350776
891071be6ba827b591264c90c2ae8a63|2018-01-01|0.13500990277626376|2020-10-01 21:49:53.350776
aae3bfea055532c57fb453ed3ec80b30|2018-01-01|0.0019886890550837866|2020-10-01 21:49:53.350776
c64a2aec32cc408a8a4c6d7c46017f91|2018-01-01|0.0035377654410020665|2020-10-01 21:49:53.350776
ececbfcff9804a2d6b40f589df8eef2b|2018-01-01|0.03182021823091899|2020-10-01 21:49:53.350776
0df3984f9dfb3d49ac6366acbd3bbb85|2018-01-01|0.0118424404729384|2020-10-01 21:49:53.350776
1430239a858e7682bbc43b20758af153|2018-01-01|0.11730513441627255|2020-10-01 21:49:53.350776
4e06067cc08b3f41d837768d392c3ee3|2018-01-01|0.10327293914697433|2020-10-01 21:49:53.350776
53336f97ddbe53e2a617d07b17447b95|2018-01-01|0.8253372487801081|2020-10-01 21:49:53.350776
7178f9f4dd81dcef02f62acdf8151e01|2018-01-01|2.0476128035856635e-05|2020-10-01 21:49:53.350776
8f2ce03f928b567e3d56181ae20ae952|2018-01-01|1.0304549033380684e-05|2020-10-01 21:49:53.350776
921323538c9f1c4e816f2720eac02bea|2018-01-01|0.9649335651295599|2020-10-01 21:49:53.350776
c747d5b92c7648417faea95d36d763e8|2018-01-01|0.9032136801412808|2020-10-01 21:49:53.350776
f61c63d13f7cd800549d5acdd390ae72|2018-01-01|0.012928212804436713|2020-10-01 21:49:53.350776
f682e0f848abafc6f41e0d4e868c66ef|2018-01-01|0.6267510004722086|2020-10-01 21:49:53.350776
01bcc9d254a0143f0ce9791b960b2a47|2018-01-01|0.6313215984465967|2020-10-01 21:49:53.350776
04aba03279157f6d4e0fe8ccaf21963c|2018-01-01|0.027960586632992637|2020-10-01 21:49:53.350776
